,chain,voter,rank,chain_price,val_num,token,delegator,voting_power,n_participation,n_match,n_pass,total_proposal,p_participation,p_passed,p_matchproposal,missblock,jailed_ratio,commission,commission_variance,asset_value,asset_variance,day,max_day,n_outlier,total_chain,total_av,proportion_av
1905,injective,highstakes.ch,17.0,17.28,57,7.222358897867726e+23,367,0.016752,157.0,144.0,143.0,247.0,0.6356275303643725,0.910828025477707,0.582995951417004,10973,0.0,0.05,0.01662771271436569,1.248023617551543e+25,5.0739270724862473e+48,689.0,865.0,9,12,1.3962542330976667e+25,0.8938369445675621
1906,injective,cosmostation,18.0,17.28,57,6.880219745502408e+23,600,0.015958,170.0,161.0,160.0,247.0,0.6882591093117408,0.9411764705882352,0.6518218623481782,10834,0.0,0.089,0.01662771271436569,1.1889019720228162e+25,5.0739270724862473e+48,865.0,865.0,4,53,2.1860692526959946e+25,0.5438537551162157
1907,injective,cryptocrewvalidators,19.0,17.28,57,6.833912196571008e+23,207,0.015851,94.0,92.0,92.0,247.0,0.3805668016194332,0.9787234042553192,0.3724696356275304,21353,0.0,0.05,0.01662771271436569,1.1809000275674703e+25,5.0739270724862473e+48,454.0,865.0,2,21,1.2184880544900195e+25,0.9691519118435009
1908,injective,stakewolle.com,20.0,17.28,57,6.345198033935396e+23,614,0.014717,115.0,76.0,75.0,247.0,0.4655870445344129,0.6521739130434783,0.3076923076923077,3874,0.000823723228995,0.05,0.01662771271436569,1.0964502202640363e+25,5.0739270724862473e+48,578.0,865.0,4,30,1.2386674289283305e+25,0.8851853166209936
1909,injective,qwerty.exchange,21.0,17.28,57,6.045376309385123e+23,123,0.014022,89.0,84.0,83.0,247.0,0.3603238866396761,0.9325842696629212,0.340080971659919,2472,0.0,0.1,0.01662771271436569,1.0446410262617494e+25,5.0739270724862473e+48,439.0,865.0,5,1,1.0446410262617494e+25,1.0
1910,injective,pfc,22.0,17.28,57,5.809766722196298e+23,174,0.013475,106.0,101.0,101.0,247.0,0.4291497975708502,0.9528301886792452,0.4089068825910931,755,0.0,0.05,0.01662771271436569,1.0039276895955204e+25,5.0739270724862473e+48,696.0,865.0,19,5,1.0039276895957933e+25,0.9999999999997281
1911,injective,whitewhale,24.0,17.28,57,5.3792466894982295e+23,582,0.012477,97.0,93.0,93.0,247.0,0.3927125506072874,0.9587628865979382,0.3765182186234818,1077,0.000823723228995,0.1,0.01662771271436569,9.29533827945294e+24,5.0739270724862473e+48,450.0,865.0,11,8,9.295338279456327e+24,0.9999999999996355
1912,injective,stakelab,25.0,17.28,57,5.149505091615538e+23,1143,0.011944,67.0,66.0,65.0,247.0,0.2712550607287449,0.9701492537313432,0.2672064777327935,8485,0.0,0.05,0.01662771271436569,8.89834479831165e+24,5.0739270724862473e+48,387.0,865.0,2,44,9.574565079153651e+24,0.9293732639287908
1913,injective,dsrv,26.0,17.28,57,5.0711281120655465e+23,70,0.011762,87.0,81.0,80.0,247.0,0.3522267206477733,0.9195402298850576,0.3279352226720647,1105,0.0,0.1,0.01662771271436569,8.762909377649265e+24,5.0739270724862473e+48,404.0,865.0,1,16,9.879582584164394e+24,0.8869716208147294
1914,injective,stakecito,27.0,17.28,57,4.40484005679231e+23,802,0.010217,139.0,132.0,131.0,247.0,0.562753036437247,0.9424460431654677,0.5344129554655871,5519,0.0,0.05,0.01662771271436569,7.611563618137113e+24,5.0739270724862473e+48,636.0,865.0,6,28,9.728906630137507e+24,0.7823657793732504
1915,injective,kiln,28.0,17.28,57,4.355895101649911e+23,40,0.010103,71.0,67.0,67.0,247.0,0.2874493927125506,0.943661971830986,0.2712550607287449,2713,0.0,0.1,0.01662771271436569,7.526986735651047e+24,5.0739270724862473e+48,305.0,865.0,13,4,7.526986735664488e+24,0.9999999999982143
1916,injective,orman.xyz,29.0,17.28,57,4.213391483545245e+23,497,0.009773,19.0,18.0,18.0,247.0,0.0769230769230769,0.9473684210526316,0.0728744939271255,4970,0.000823723228995,0.05,0.01662771271436569,7.280740483566183e+24,5.0739270724862473e+48,809.0,865.0,3,1,7.280740483566183e+24,1.0
1917,injective,bharvest,30.0,17.28,57,4.087990284691816e+23,79,0.009482,98.0,96.0,95.0,247.0,0.3967611336032389,0.9693877551020408,0.388663967611336,3760,0.0,0.1,0.01662771271436569,7.064047211947459e+24,5.0739270724862473e+48,418.0,865.0,1,15,1.2266070024791098e+25,0.575901425450061
1918,injective,dorafactory,31.0,17.28,57,4.00456747201e+23,29,0.009288,72.0,69.0,69.0,247.0,0.291497975708502,0.9583333333333334,0.2793522267206478,5740,0.0,1.0,0.01662771271436569,6.919892591633281e+24,5.0739270724862473e+48,363.0,865.0,1,7,7.277928545869011e+24,0.9508052391584755
1919,injective,frens,32.0,17.28,57,3.759708731832341e+23,695,0.00872,62.0,59.0,59.0,247.0,0.2510121457489878,0.9516129032258064,0.2388663967611336,4618,0.0,0.05,0.01662771271436569,6.496776688606285e+24,5.0739270724862473e+48,304.0,865.0,14,27,7.459016112147236e+24,0.8709964680229185
1920,injective,lavender.fivenodes,34.0,17.28,57,3.592693821042699e+23,364,0.008333,64.0,64.0,64.0,247.0,0.2591093117408907,1.0,0.2591093117408907,7577,0.0,0.05,0.01662771271436569,6.208174922761784e+24,5.0739270724862473e+48,296.0,865.0,7,29,6.774193318897592e+24,0.9164449005969731
1921,injective,chorusone,35.0,17.28,57,3.520707729940441e+23,136,0.008166,99.0,83.0,83.0,247.0,0.4008097165991903,0.8383838383838383,0.3360323886639676,2900,0.0,0.075,0.01662771271436569,6.083782957337082e+24,5.0739270724862473e+48,865.0,865.0,9,25,1.0465907758972885e+25,0.5812952968290005
1922,injective,allnodes,36.0,17.28,57,3.500892586502063e+23,820,0.00812,36.0,33.0,33.0,247.0,0.145748987854251,0.9166666666666666,0.1336032388663967,2323,0.0,0.05,0.01662771271436569,6.049542389475565e+24,5.0739270724862473e+48,229.0,865.0,8,28,1.2584542067422522e+25,0.4807121591762925
1923,injective,blockapsis,37.0,17.28,57,3.2089349337415866e+23,47,0.007443,66.0,65.0,65.0,247.0,0.2672064777327935,0.9848484848484848,0.2631578947368421,16163,0.0,0.1,0.01662771271436569,5.545039565505462e+24,5.0739270724862473e+48,335.0,865.0,7,1,5.545039565505462e+24,1.0
1924,injective,informalsystems,38.0,17.28,57,3.070598133154477e+23,58,0.007122,86.0,84.0,84.0,247.0,0.3481781376518219,0.9767441860465116,0.340080971659919,12275,0.0,0.07,0.01662771271436569,5.305993574090937e+24,5.0739270724862473e+48,374.0,865.0,5,15,5.899425884362411e+24,0.8994084641618292
1925,injective,stakewithus,39.0,17.28,57,3.0650010522360976e+23,222,0.007109,142.0,134.0,134.0,247.0,0.5748987854251012,0.943661971830986,0.5425101214574899,12167,0.0,0.05,0.01662771271436569,5.296321818263976e+24,5.0739270724862473e+48,865.0,865.0,1,15,5.84268827521495e+24,0.9064871457769372
1926,injective,forbole,40.0,17.28,57,3.024365885963078e+23,82,0.007015,93.0,86.0,86.0,247.0,0.3765182186234818,0.9247311827956988,0.3481781376518219,6409,0.0,0.095,0.01662771271436569,5.226104250944199e+24,5.0739270724862473e+48,865.0,865.0,3,37,6.33895591848842e+24,0.8244424347078295
1927,injective,tienthuattoanautocompoundcoinback,41.0,17.28,57,3.0088373109207353e+23,259,0.006979,25.0,25.0,25.0,247.0,0.1012145748987854,1.0,0.1012145748987854,2940,0.0,0.1,0.01662771271436569,5.199270873271031e+24,5.0739270724862473e+48,114.0,865.0,2,1,5.199270873271031e+24,1.0
1928,injective,finoaconsensusservices,42.0,17.28,57,2.9992707697660495e+23,25,0.006957,68.0,68.0,68.0,247.0,0.2753036437246963,1.0,0.2753036437246963,17957,0.0,0.1,0.01662771271436569,5.182739890155733e+24,5.0739270724862473e+48,328.0,865.0,7,5,5.182739904526583e+24,0.9999999972271713
1929,injective,swissstaking,43.0,17.28,57,2.836174072692387e+23,734,0.006578,82.0,77.0,77.0,247.0,0.3319838056680162,0.9390243902439024,0.3117408906882591,14805,0.000823723228995,0.05,0.01662771271436569,4.900908797612446e+24,5.0739270724862473e+48,447.0,865.0,7,12,5.233099420997846e+24,0.9365212474174515
1930,injective,opendefi,44.0,17.28,57,2.73532015792643e+23,112,0.006344,4.0,0.0,0.0,247.0,0.0161943319838056,0.0,0.0,5005,0.0,1.0,0.01662771271436569,4.7266332328968714e+24,5.0739270724862473e+48,865.0,865.0,4,1,4.7266332328968714e+24,1.0
1931,injective,bitnordic,45.0,17.28,57,2.015737115165504e+23,44,0.004675,94.0,92.0,92.0,247.0,0.3805668016194332,0.9787234042553192,0.3724696356275304,4122,0.0,0.1,0.01662771271436569,3.483193735005991e+24,5.0739270724862473e+48,437.0,865.0,6,7,3.631229183745345e+24,0.9592326891946088
1932,injective,contributiondao,46.0,17.28,57,2.000354974535013e+23,16,0.00464,34.0,34.0,34.0,247.0,0.1376518218623481,1.0,0.1376518218623481,5868,0.0569620253164556,0.1,0.01662771271436569,3.456613395996502e+24,5.0739270724862473e+48,158.0,865.0,3,6,3.827703041227986e+24,0.9030516105260787
1933,injective,trustnodes,47.0,17.28,57,1.956865327604058e+23,468,0.004539,22.0,9.0,9.0,247.0,0.0890688259109311,0.4090909090909091,0.0364372469635627,2935,0.0111111111111111,0.1,0.01662771271436569,3.3814632860998127e+24,5.0739270724862473e+48,90.0,865.0,3,3,3.381463286100241e+24,0.9999999999998733
1934,injective,doubletop,48.0,17.28,57,1.949603672765629e+23,36,0.004522,54.0,52.0,52.0,247.0,0.2186234817813765,0.9629629629629628,0.2105263157894736,6982,0.0015797788309636,0.07,0.01662771271436569,3.368915146539007e+24,5.0739270724862473e+48,224.0,865.0,4,11,3.375825935808453e+24,0.9979528597146727
1935,injective,audit.one,49.0,17.28,57,1.89456595517879e+23,164,0.004394,135.0,60.0,60.0,247.0,0.5465587044534413,0.4444444444444444,0.242914979757085,2363,0.0115321252059308,0.07,0.01662771271436569,3.2738099705489495e+24,5.0739270724862473e+48,865.0,865.0,4,8,3.3341479815211384e+24,0.9819030195100515
1936,injective,ecostake,50.0,17.28,57,1.8390920000283217e+23,256,0.004266,60.0,60.0,60.0,247.0,0.242914979757085,1.0,0.242914979757085,8835,0.0,0.05,0.01662771271436569,3.17795097604894e+24,5.0739270724862473e+48,258.0,865.0,3,16,3.629014769545213e+24,0.8757062668133477
1937,injective,whispernode,51.0,17.28,57,1.7734154406702946e+23,88,0.004113,66.0,65.0,65.0,247.0,0.2672064777327935,0.9848484848484848,0.2631578947368421,7127,0.001696352841391,0.1,0.01662771271436569,3.064461881478269e+24,5.0739270724862473e+48,247.0,865.0,7,14,3.5624974034030226e+24,0.8602004533535905
1938,injective,bwarelabs,52.0,17.28,57,1.7503937409834986e+23,28,0.00406,62.0,62.0,62.0,247.0,0.2510121457489878,1.0,0.2510121457489878,2826,0.0,0.1,0.01662771271436569,3.024680384419486e+24,5.0739270724862473e+48,257.0,865.0,5,9,3.930171921742603e+24,0.7696051075237365
1939,injective,w3coins,53.0,17.28,57,1.7352745083264907e+23,323,0.004025,63.0,62.0,62.0,247.0,0.2550607287449393,0.984126984126984,0.2510121457489878,1621,0.0,0.05,0.01662771271436569,2.998554350388176e+24,5.0739270724862473e+48,263.0,865.0,5,11,3.3249161012379826e+24,0.9018436132183033
1940,injective,talisprotocol,54.0,17.28,57,1.6999896147330646e+23,130,0.003943,46.0,45.0,45.0,247.0,0.1862348178137652,0.9782608695652174,0.1821862348178137,14491,0.0,0.1,0.01662771271436569,2.9375820542587357e+24,5.0739270724862473e+48,243.0,865.0,5,2,2.93758205426044e+24,0.9999999999994197
1941,injective,oni,55.0,17.28,57,1.448532846449274e+23,47,0.00336,51.0,51.0,51.0,247.0,0.2064777327935222,1.0,0.2064777327935222,7801,0.0,0.1,0.01662771271436569,2.503064758664346e+24,5.0739270724862473e+48,359.0,865.0,6,10,2.687068324876366e+24,0.9315225576854336
1942,injective,goldenratiostaking,56.0,17.28,57,1.4375261543360144e+23,194,0.003334,68.0,67.0,67.0,247.0,0.2753036437246963,0.9852941176470588,0.2712550607287449,9907,0.0,0.05,0.01662771271436569,2.484045194692633e+24,5.0739270724862473e+48,296.0,865.0,1,14,2.7613868482483704e+24,0.899564360664764
1943,injective,posthumandvs,57.0,17.28,57,1.4306714111973856e+23,517,0.003318,65.0,63.0,63.0,247.0,0.2631578947368421,0.9692307692307692,0.2550607287449393,4864,0.0,0.05,0.01662771271436569,2.4722001985490823e+24,5.0739270724862473e+48,270.0,865.0,4,25,4.849023109623797e+24,0.5098346909592031
1944,injective,dankuzonewdaic,58.0,17.28,57,1.3637207014696751e+23,202,0.003163,81.0,72.0,72.0,247.0,0.3279352226720647,0.8888888888888888,0.291497975708502,17057,0.0,0.05,0.01662771271436569,2.356509372139599e+24,5.0739270724862473e+48,376.0,865.0,10,15,2.3774063671207651e+24,0.9912101711890028
1945,injective,cosmicvalidator,59.0,17.28,57,1.3000102e+23,1,0.003015,3.0,3.0,3.0,247.0,0.0121457489878542,1.0,0.0121457489878542,1377,0.0,0.099,0.01662771271436569,2.2464176256e+24,5.0739270724862473e+48,9.0,865.0,1,10,2.2464176256047783e+24,0.9999999999978729
1946,iris,binancevalidator,1.0,0.02317467,109,54295514304470.0,3223,0.066761,1.0,1.0,1.0,45.0,0.0222222222222222,1.0,0.0222222222222222,139,0.0,0.02,0.01662771271436569,1258280626486.3718,5.0739270724862473e+48,-1.0,765.0,5,2,11684247296592.89,0.10769034534670321
1947,iris,unicorn,2.0,0.02317467,109,45352073681638.0,227,0.055765,18.0,17.0,16.0,45.0,0.4,0.8888888888888888,0.3777777777777777,33,0.0,0.08,0.01662771271436569,1051019341387.6458,5.0739270724862473e+48,-1.0,765.0,5,1,1051019341387.6458,1.0
1948,iris,masternode24.de,3.0,0.02317467,109,33303117325539.0,676,0.040949,31.0,27.0,26.0,45.0,0.6888888888888889,0.8387096774193549,0.6,104,0.0,0.024,0.01662771271436569,771788753990.6489,5.0739270724862473e+48,-1.0,765.0,1,3,4.262126614288073e+22,1.8108067259272756e-11
1949,iris,allnodes,4.0,0.02317467,109,31222311521003.0,785,0.038391,21.0,16.0,10.0,45.0,0.4666666666666667,0.4761904761904761,0.3555555555555555,6,0.0,0.0,0.01662771271436569,723566766136.4426,5.0739270724862473e+48,765.0,988.0,8,28,1.2584542067422522e+25,5.749647164433045e-14
1950,iris,stakelab,5.0,0.02317467,109,24211496578433.0,745,0.02977,30.0,27.0,26.0,45.0,0.6666666666666666,0.8666666666666667,0.6,0,0.0,0.05,0.01662771271436569,561093443411.314,5.0739270724862473e+48,974.0,988.0,1,44,9.574565079153651e+24,5.860249930651807e-14
1951,iris,ping,6.0,0.02317467,109,22978824693476.0,334,0.028255,25.0,21.0,20.0,45.0,0.5555555555555556,0.8,0.4666666666666667,54,0.0,0.1,0.01662771271436569,532526679259.1575,5.0739270724862473e+48,-1.0,765.0,8,13,4.077002176571543e+22,1.3061721730719627e-11
1952,iris,citadel.one,8.0,0.02317467,109,22595934172044.0,949,0.027784,32.0,27.0,26.0,45.0,0.7111111111111111,0.8125,0.6,0,0.0,0.05,0.01662771271436569,523653317778.84296,5.0739270724862473e+48,979.0,988.0,4,36,6.377362216133211e+25,8.211127109169438e-15
1953,iris,hlt,9.0,0.02317467,109,20548967359611.0,112,0.025267,20.0,18.0,16.0,45.0,0.4444444444444444,0.8,0.4,38,0.0049261083743842,0.1,0.01662771271436569,476215537399.7563,5.0739270724862473e+48,-1.0,765.0,23,1,476215537399.7563,1.0
1954,iris,cyphercore,10.0,0.02317467,109,20296603804445.0,98,0.024957,26.0,24.0,23.0,45.0,0.5777777777777777,0.8846153846153846,0.5333333333333333,25,0.0,0.1,0.01662771271436569,470367095288.75745,5.0739270724862473e+48,-1.0,765.0,1,12,3.1993031205872445e+22,1.47021734909076e-11
1955,iris,stakeflow,11.0,0.02317467,109,18551304148671.0,252,0.022811,18.0,16.0,16.0,45.0,0.4,0.8888888888888888,0.3555555555555555,15,0.0,0.07,0.01662771271436569,429920351715.08136,5.0739270724862473e+48,-1.0,765.0,1,10,4440528316492.217,0.0968173877235166
1956,iris,cosmostation,12.0,0.02317467,109,16739503334652.0,1683,0.020583,42.0,38.0,29.0,45.0,0.9333333333333332,0.6904761904761905,0.8444444444444444,146,0.0,0.12,0.01662771271436569,387932465744.4597,5.0739270724862473e+48,-1.0,765.0,7,53,2.1860692526959946e+25,1.7745662232156534e-14
1957,iris,minminnet,13.0,0.02317467,109,16446749504044.0,37,0.020223,45.0,41.0,32.0,45.0,1.0,0.7111111111111111,0.9111111111111112,35,0.0,0.095,0.01662771271436569,381147992328.88336,5.0739270724862473e+48,980.0,988.0,1,2,394142925380.21893,0.9670298964803193
1958,iris,cryptolion,14.0,0.02317467,109,16125363738999.0,90,0.019828,31.0,28.0,19.0,45.0,0.6888888888888889,0.6129032258064516,0.6222222222222222,8,0.0,0.05,0.01662771271436569,373699983281.268,5.0739270724862473e+48,578.0,988.0,2,18,9.953591275009425e+23,3.7544236342064805e-13
1959,iris,mathwallet,15.0,0.02317467,109,16007608747154.0,148,0.019683,3.0,3.0,3.0,45.0,0.0666666666666666,1.0,0.0666666666666666,94,0.0,0.1,0.01662771271436569,370971050204.4074,5.0739270724862473e+48,-1.0,765.0,2,2,632185008255.4591,0.5868077309016193
1960,iris,highstakes.ch,16.0,0.02317467,109,15720824956366.0,72,0.01933,36.0,33.0,24.0,45.0,0.8,0.6666666666666666,0.7333333333333333,62,0.0,0.08,0.01662771271436569,364324930491.5465,5.0739270724862473e+48,661.0,988.0,1,12,1.3962542330976667e+25,2.609302244930507e-14
1961,iris,01node,17.0,0.02317467,109,15487222328930.0,136,0.019043,13.0,12.0,12.0,45.0,0.2888888888888888,0.9230769230769232,0.2666666666666666,12,0.0,0.1,0.01662771271436569,358911266689.5842,5.0739270724862473e+48,-1.0,765.0,1,17,6.180669076915803e+23,5.806996980797481e-13
1962,iris,moonstake,19.0,0.02317467,109,15215212736644.0,842,0.018709,6.0,6.0,6.0,45.0,0.1333333333333333,1.0,0.1333333333333333,2222,0.0,0.03,0.01662771271436569,352607534151.5216,5.0739270724862473e+48,-1.0,765.0,2,2,1.4211002607534152e+16,2.4812291144368802e-05
1963,iris,stakewolle.com,20.0,0.02317467,109,15195640256710.0,244,0.018684,31.0,24.0,17.0,45.0,0.6888888888888889,0.5483870967741935,0.5333333333333333,9,0.0,0.1,0.01662771271436569,352153948387.96954,5.0739270724862473e+48,711.0,988.0,2,30,1.2386674289283305e+25,2.843006445181544e-14
1964,iris,binnostake,21.0,0.02317467,109,14920913624672.0,91,0.018347,7.0,7.0,7.0,45.0,0.1555555555555555,1.0,0.1555555555555555,22,0.0008210180623973,0.03,0.01662771271436569,345787249350.27747,5.0739270724862473e+48,782.0,988.0,2,2,367657820626.85114,0.9405137874143825
1965,iris,imperator.co,22.0,0.02317467,109,14413883074342.0,478,0.017723,35.0,28.0,19.0,45.0,0.7777777777777778,0.5428571428571428,0.6222222222222222,8,0.0,0.05,0.01662771271436569,334036983666.46136,5.0739270724862473e+48,684.0,988.0,9,33,3.0500922157827406e+25,1.0951701130148878e-14
1966,iris,bytevariety,23.0,0.02317467,109,13891496727352.0,61,0.017081,2.0,2.0,2.0,45.0,0.0444444444444444,1.0,0.0444444444444444,504,0.0,0.1,0.01662771271436569,321930852462.4626,5.0739270724862473e+48,-1.0,765.0,6,2,466429790360.3988,0.6902021678626371
1967,iris,stakin,24.0,0.02317467,109,13653231071901.0,77,0.016788,44.0,38.0,29.0,45.0,0.9777777777777776,0.6590909090909091,0.8444444444444444,132,0.0,0.25,0.01662771271436569,316409124525.05194,5.0739270724862473e+48,-1.0,765.0,4,16,3.9803887839894934e+23,7.949201490009201e-13
1968,iris,synclub,25.0,0.02317467,109,13308872977029.0,21,0.016365,0.0,0.0,0.0,45.0,0.0,0.0,0.0,11,0.0,0.05,0.01662771271436569,308428739314.5647,5.0739270724862473e+48,445.0,988.0,3,2,329557352968.2772,0.9358879009574205
1969,iris,coinpayu,26.0,0.02317467,109,12626683055600.0,81,0.015526,26.0,24.0,15.0,45.0,0.5777777777777777,0.5769230769230769,0.5333333333333333,0,0.0,0.0,0.01662771271436569,292619213008.12164,5.0739270724862473e+48,571.0,988.0,1,20,4.939569782816217e+23,5.923981761044976e-13
1970,iris,uptick,27.0,0.02317467,109,12146850036292.0,186,0.014936,4.0,4.0,4.0,45.0,0.0888888888888888,1.0,0.0888888888888888,116,0.0,0.05,0.01662771271436569,281499241130.5551,5.0739270724862473e+48,549.0,988.0,5,1,281499241130.5551,1.0
1971,iris,wetez,28.0,0.02317467,109,11658739278550.0,68,0.014336,21.0,20.0,20.0,45.0,0.4666666666666667,0.9523809523809524,0.4444444444444444,27,0.0,0.15,0.01662771271436569,270187435396.43436,5.0739270724862473e+48,-1.0,765.0,3,7,2.6468649783789845e+23,1.0207828416011793e-12
1972,iris,stake.systems,29.0,0.02317467,109,10839877267333.0,33,0.013329,31.0,19.0,15.0,45.0,0.6888888888888889,0.4838709677419355,0.4222222222222222,5,0.0,0.1,0.01662771271436569,251210578510.9441,5.0739270724862473e+48,-1.0,765.0,1,11,3.181078774440637e+22,7.89702476183153e-12
1973,iris,nodeasy,30.0,0.02317467,109,10176663796991.0,45,0.012513,21.0,18.0,16.0,45.0,0.4666666666666667,0.7619047619047619,0.4,80,0.0,0.1,0.01662771271436569,235840825196.21344,5.0739270724862473e+48,-1.0,765.0,1,1,235840825196.21344,1.0
1974,iris,qosgroup,31.0,0.02317467,109,9732914631796.0,24,0.011968,35.0,31.0,30.0,45.0,0.7777777777777778,0.8571428571428571,0.6888888888888889,107,0.0,0.2,0.01662771271436569,225557084730.04385,5.0739270724862473e+48,-1.0,765.0,1,1,225557084730.04385,1.0
1975,iris,bitcat,32.0,0.02317467,109,9032538792836.0,157,0.011106,24.0,21.0,21.0,45.0,0.5333333333333333,0.875,0.4666666666666667,74,0.0,0.15,0.01662771271436569,209326105786.17267,5.0739270724862473e+48,-1.0,765.0,1,11,5.508022464541847e+21,3.800385839631543e-11
1976,iris,hashfuture,33.0,0.02317467,109,8837695186619.0,33,0.010867,43.0,38.0,31.0,45.0,0.9555555555555556,0.7209302325581395,0.8444444444444444,106,0.0,0.15,0.01662771271436569,204810669510.48376,5.0739270724862473e+48,-1.0,765.0,2,1,204810669510.48376,1.0
1977,iris,meria,34.0,0.02317467,109,8107492588140.0,195,0.009969,16.0,15.0,9.0,45.0,0.3555555555555555,0.5625,0.3333333333333333,159,0.0,0.08,0.01662771271436569,187888465257.5904,5.0739270724862473e+48,-1.0,765.0,7,16,2.2530672526676387e+23,8.339230222050845e-13
1978,iris,wukong,35.0,0.02317467,109,7697700017899.0,29,0.009465,42.0,37.0,30.0,45.0,0.9333333333333332,0.7142857142857143,0.8222222222222222,102,0.0,0.2,0.01662771271436569,178391657673.80344,5.0739270724862473e+48,-1.0,765.0,1,1,178391657673.80344,1.0
1979,iris,ezstaking.io,36.0,0.02317467,109,7209526429106.0,92,0.008865,17.0,14.0,12.0,45.0,0.3777777777777777,0.7058823529411765,0.3111111111111111,2,0.0,0.1,0.01662771271436569,167078395850.80997,5.0739270724862473e+48,919.0,988.0,1,14,3.0160782436883993e+23,5.539590897565301e-13
1980,iris,easy2stake,37.0,0.02317467,109,7185696482018.0,23,0.008835,20.0,14.0,10.0,45.0,0.4444444444444444,0.5,0.3111111111111111,9,0.0,0.15,0.01662771271436569,166526144690.9281,5.0739270724862473e+48,-1.0,765.0,3,11,13827440859181.395,0.012043164486243676
1981,iris,interstakeone,38.0,0.02317467,109,7108364153456.0,11,0.00874,37.0,29.0,23.0,45.0,0.8222222222222222,0.6216216216216216,0.6444444444444445,9,0.0,0.2,0.01662771271436569,164733993496.17218,5.0739270724862473e+48,-1.0,765.0,1,2,3138803946185.806,0.05248304651087007
1982,iris,bi23labs,39.0,0.02317467,109,6832975216705.0,57,0.008402,24.0,21.0,21.0,45.0,0.5333333333333333,0.875,0.4666666666666667,650,0.0016420361247947,0.25,0.01662771271436569,158351945765.31686,5.0739270724862473e+48,-1.0,765.0,2,7,2.4438354763728515e+23,6.479648376344193e-13
1983,iris,castlenode,40.0,0.02317467,109,6797491639610.0,22,0.008358,2.0,2.0,2.0,45.0,0.0444444444444444,1.0,0.0444444444444444,1,0.0,0.1,0.01662771271436569,157529625575.7207,5.0739270724862473e+48,-1.0,765.0,4,1,157529625575.7207,1.0
1984,iris,crypteloid,41.0,0.02317467,109,6790403378215.0,51,0.008349,3.0,2.0,2.0,45.0,0.0666666666666666,0.6666666666666666,0.0444444444444444,1879,0.0049261083743842,0.05,0.01662771271436569,157365357457.01782,5.0739270724862473e+48,463.0,988.0,2,4,188678048979.03552,0.834041682689347
1985,iris,dolphintwo,42.0,0.02317467,109,6070762872903.0,24,0.007465,33.0,28.0,25.0,45.0,0.7333333333333333,0.7575757575757576,0.6222222222222222,5,0.0,0.1,0.01662771271436569,140687926227.77896,5.0739270724862473e+48,-1.0,765.0,5,1,140687926227.77896,1.0
1986,iris,terminet,43.0,0.02317467,109,6055862528539.0,5,0.007446,3.0,2.0,2.0,45.0,0.0666666666666666,0.6666666666666666,0.0444444444444444,49,0.0,0.15,0.01662771271436569,140342615664.25693,5.0739270724862473e+48,514.0,988.0,4,3,8.618103295610253e+23,1.6284629094169982e-13
1987,iris,flyfly,44.0,0.02317467,109,5786644976396.0,17,0.007115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0.0,0.1,0.01662771271436569,134103587735.1351,5.0739270724862473e+48,-1.0,765.0,3,1,134103587735.1351,1.0
1988,iris,stake5labs,45.0,0.02317467,109,5777725315004.0,12,0.007104,19.0,16.0,16.0,45.0,0.4222222222222222,0.8421052631578947,0.3555555555555555,57,0.0,0.2,0.01662771271436569,133896877525.86375,5.0739270724862473e+48,-1.0,765.0,2,2,140986363291.51404,0.9497150958423438
1989,iris,meleastakingpool,46.0,0.02317467,109,5738801772399.0,51,0.007056,5.0,4.0,4.0,45.0,0.1111111111111111,0.8,0.0888888888888888,50,0.0,0.2,0.01662771271436569,132994837270.76196,5.0739270724862473e+48,-1.0,765.0,2,1,132994837270.76196,1.0
1990,iris,rigbox,47.0,0.02317467,109,5225432419444.0,23,0.006425,0.0,0.0,0.0,45.0,0.0,0.0,0.0,97,0.0090311986863711,0.1,0.01662771271436569,121097671927.91628,5.0739270724862473e+48,-1.0,765.0,4,1,121097671927.91628,1.0
1991,iris,kytzu,48.0,0.02317467,109,5174899725487.0,12,0.006363,13.0,12.0,12.0,45.0,0.2888888888888888,0.9230769230769232,0.2666666666666666,4,0.0,0.1,0.01662771271436569,119926593421.25182,5.0739270724862473e+48,-1.0,765.0,1,5,1584985519859.4822,0.07566415712863041
1992,iris,blueblock,49.0,0.02317467,109,5012213472384.0,30,0.006163,21.0,20.0,17.0,45.0,0.4666666666666667,0.8095238095238095,0.4444444444444444,98,0.0,0.15,0.01662771271436569,116156393192.05331,5.0739270724862473e+48,738.0,988.0,1,1,116156393192.05331,1.0
1993,iris,kooltek68,50.0,0.02317467,109,4068072632249.0,31,0.005002,19.0,18.0,18.0,45.0,0.4222222222222222,0.9473684210526316,0.4,1044,0.0,0.05,0.01662771271436569,94276240788.40192,5.0739270724862473e+48,511.0,988.0,7,6,2396750850573.6714,0.03933501922648178
1994,iris,tower,51.0,0.02317467,109,4003486763210.0,32,0.004923,32.0,29.0,23.0,45.0,0.7111111111111111,0.71875,0.6444444444444445,77,0.0,0.2,0.01662771271436569,92779484586.7599,5.0739270724862473e+48,-1.0,765.0,1,1,92779484586.7599,1.0
